date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-03-06,C.1209,Damien Faure,11:00,11:45,Daily standup,4
2026-03-06,C.4145,Romain Dupuis,11:00,13:00,Sprint planning,3
2026-03-06,A.2239,Sarah Faure,11:30,12:15,Onboarding,4
2026-03-06,B.2135,Pauline Garnier,11:45,12:45,Daily standup,4
2026-03-06,A.1237,Mathilde Bertrand,12:00,12:45,Sprint planning,7
2026-03-06,C.4316,Lucas Robert,12:00,14:00,Formation interne,10
2026-03-06,B.2135,Charlotte Robin,13:15,14:45,Formation interne,5
2026-03-06,A.1237,Pierre Simon,13:45,15:45,Sprint planning,8
2026-03-06,C.4145,Pierre Leroy,13:45,14:30,Daily standup,5
2026-03-06,B.3471,Charlotte Girard,14:15,15:15,Daily standup,4
2026-03-06,A.4122,Claire Moreau,15:15,15:45,Brainstorming,4
2026-03-06,A.4122,Sarah Mercier,15:45,16:30,Rétrospective,8
2026-03-06,B.2135,Lucas Garcia,16:00,18:00,Présentation résultats,3
2026-03-06,C.1209,Damien Laurent,16:00,16:45,Atelier client,2
2026-03-06,B.3471,Damien Faure,16:15,18:15,Réunion 1-1,2
2026-03-06,B.1156,Mathieu Faure,16:15,18:15,Atelier client,3
