date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-03-12,B.2135,Benoit Blanc,13:30,14:15,Réunion 1-1,5
2026-03-12,A.1237,Olivier Perrin,13:30,14:15,Daily standup,6
2026-03-12,B.3471,Inès Laurent,14:45,16:15,Réunion 1-1,9
2026-03-12,B.2135,Lucas François,15:45,16:45,Revue d'architecture,3
2026-03-12,C.4145,Léa Bonnet,15:45,16:45,Atelier client,3
2026-03-12,B.1156,Manon Muller,16:30,17:00,Comité de pilotage,4
2026-03-12,A.2239,Christophe Mercier,16:45,18:45,Onboarding,7
2026-03-13,C.1209,Christophe Mercier,08:15,10:15,Formation interne,6
2026-03-13,B.2135,Thomas Fontaine,08:30,10:30,Onboarding,2
2026-03-13,B.1156,Aurélie Girard,08:30,10:00,Entretien candidat,3
2026-03-13,A.4122,Pauline Garnier,09:00,10:00,Réunion 1-1,9
2026-03-13,A.1237,Chloé Lefevre,09:00,09:30,Comité de pilotage,8
2026-03-13,B.3471,Benoit Girard,10:15,11:15,Comité de pilotage,10
2026-03-13,A.2239,Audrey Martin,10:15,11:00,Réunion équipe,5
2026-03-13,A.1237,Nathalie Vincent,10:30,11:00,Présentation résultats,2
2026-03-13,C.4145,Aurélie Guerin,11:00,12:30,Formation interne,3
2026-03-13,A.4122,Charlotte Girard,11:45,12:45,Présentation résultats,6
2026-03-13,B.2135,Justine Chevalier,12:30,14:30,Sprint planning,2
2026-03-13,C.4145,Camille Bonnet,12:30,13:15,Rétrospective,3
2026-03-13,A.2239,Nathalie Legrand,13:45,14:30,Daily standup,3
2026-03-13,A.4122,Olivier Perrin,14:00,16:00,Comité de pilotage,8
2026-03-13,A.3418,Maxime Roux,14:00,16:00,Revue d'architecture,18
2026-03-13,A.2239,Camille Bonnet,14:30,16:30,Réunion 1-1,3
2026-03-13,B.1156,Fabien Lefebvre,15:00,17:00,Comité de pilotage,3
2026-03-13,B.2135,Luc Perrin,16:30,17:00,Sprint planning,3
2026-03-13,C.1209,Isabelle Faure,16:30,18:00,Atelier client,7
