date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-03-31,C.3210,Sébastien Lefebvre,13:30,14:30,Présentation résultats,7
2026-03-31,A.0293,Romain Moreau,13:45,15:15,Brainstorming,4
2026-03-31,A.2396,Thomas Leroy,14:45,16:15,Formation interne,2
2026-03-31,C.4117,Fabien Richard,15:15,16:45,Entretien candidat,2
2026-03-31,B.0179,Cédric Richard,15:30,16:30,Réunion équipe,5
2026-03-31,C.1221,Marion Morel,16:00,18:00,Atelier client,6
2026-03-31,A.0293,Vincent Bonnet,16:00,16:45,Présentation résultats,4
2026-03-31,B.1366,Pierre Garcia,16:00,18:00,Comité de pilotage,4
2026-03-31,C.2324,Sophie Michel,16:15,17:45,Demo produit,2
2026-04-01,C.4117,Marion Nicolas,08:00,10:00,Onboarding,4
2026-04-01,C.2324,Sylvie Fournier,08:00,10:00,Daily standup,11
2026-04-01,C.1221,Marion Nicolas,08:45,09:30,Entretien candidat,4
2026-04-01,A.2396,Isabelle Faure,09:30,10:15,Comité de pilotage,2
2026-04-01,C.3210,Caroline Blanc,09:45,10:45,Atelier client,6
2026-04-01,B.0179,Caroline Blanc,10:15,10:45,Réunion 1-1,7
2026-04-01,C.4117,Isabelle Masson,10:15,11:15,Atelier client,4
2026-04-01,C.1221,Sandra Gauthier,11:00,11:45,Entretien candidat,6
2026-04-01,C.3210,Lucas Henry,11:45,12:45,Daily standup,3
2026-04-01,B.1366,Quentin Garnier,12:30,13:15,Demo produit,3
2026-04-01,A.0293,Sandra Gauthier,12:45,13:30,Entretien candidat,10
2026-04-01,A.2396,Claire Mercier,12:45,13:45,Revue d'architecture,4
2026-04-01,C.1221,Isabelle Girard,14:00,14:45,Atelier client,6
2026-04-01,A.0293,Claire Bonnet,14:00,15:30,Comité de pilotage,4
2026-04-01,C.4117,Lucas Legrand,14:45,15:30,Présentation résultats,5
2026-04-01,C.2324,Romain Lambert,14:45,15:15,Demo produit,6
2026-04-01,B.1366,Émilie Leroy,14:45,16:45,Onboarding,2
2026-04-01,B.0179,Mathilde Girard,15:15,15:45,Revue d'architecture,6
2026-04-01,C.3210,Florian Dupuis,15:30,16:00,Revue d'architecture,4
2026-04-01,C.4117,Pauline Mathieu,16:00,16:45,Comité de pilotage,3
2026-04-01,A.0293,Florian Henry,16:00,18:00,Atelier client,2
2026-04-01,C.3210,Manon Bertrand,16:30,17:00,Brainstorming,4
2026-04-02,A.0293,Vincent Bonnet,08:45,09:45,Sprint planning,7
2026-04-02,A.0415,Émilie Moreau,09:00,11:00,Brainstorming,17
2026-04-02,B.1366,Isabelle Masson,09:30,10:15,Sprint planning,3
2026-04-02,C.1221,Hugo Mathieu,09:45,11:45,Atelier client,3
2026-04-02,C.2324,Caroline Muller,10:00,11:00,Atelier client,12
2026-04-02,A.4111,Sylvie Fournier,10:00,13:00,Réunion équipe,7
2026-04-02,B.1366,Pauline Mathieu,10:15,11:15,Présentation résultats,4
2026-04-02,A.2396,Antoine Muller,10:30,11:30,Entretien candidat,2
2026-04-02,A.0293,Émilie Richard,10:45,11:45,Réunion équipe,7
2026-04-02,B.3232,Sarah Gautier,11:00,12:00,Demo produit,9
2026-04-02,C.3210,Romain Moreau,11:45,12:15,Sprint planning,2
2026-04-02,C.3210,Maxime Masson,12:15,12:45,Brainstorming,5
2026-04-02,A.2396,Alexandre Lefevre,12:15,12:45,Réunion 1-1,2
2026-04-02,C.4117,Luc Lambert,13:00,13:45,Comité de pilotage,5
2026-04-02,C.1221,Vincent Bonnet,13:15,13:45,Réunion équipe,3
2026-04-02,C.1221,Élodie Garcia,14:30,15:00,Réunion 1-1,6
2026-04-02,C.2324,Isabelle Girard,14:30,15:30,Comité de pilotage,9
2026-04-02,A.0293,Alexandre Chevalier,14:30,15:00,Formation interne,7
2026-04-02,A.2396,Chloé Garnier,15:00,15:30,Rétrospective,3
2026-04-02,B.1213,Inès Moreau,15:00,18:00,Brainstorming,8
2026-04-02,B.1415,Émilie Boyer,15:00,18:00,Sprint planning,7
2026-04-02,B.0179,Julie Henry,15:15,17:15,Revue d'architecture,11
2026-04-02,C.2324,Claire Robert,15:45,17:15,Brainstorming,7
2026-04-02,C.4117,Émilie Richard,16:00,17:30,Revue d'architecture,5
2026-04-02,A.0293,Florian Girard,16:00,17:00,Revue d'architecture,4
2026-04-02,B.1366,Benoit Fontaine,16:30,18:00,Daily standup,3
2026-04-03,B.1366,Caroline Fontaine,09:15,10:45,Formation interne,3
2026-04-03,C.3210,Benoit Morel,09:30,10:15,Demo produit,5
2026-04-03,A.0293,Justine Chevalier,09:30,10:30,Réunion 1-1,3
2026-04-03,C.1221,Pierre Durand,10:45,11:30,Comité de pilotage,4
2026-04-03,C.2324,Fabien Richard,10:45,11:30,Atelier client,9
2026-04-03,B.0179,Pierre Simon,11:00,12:00,Réunion 1-1,2
2026-04-03,B.1366,Sandra David,11:00,11:30,Présentation résultats,3
2026-04-03,B.1415,Vincent Muller,11:00,13:00,Sprint planning,11
2026-04-03,B.1366,Sandra Chevalier,11:30,12:15,Brainstorming,2
2026-04-03,C.3210,Christophe Bonnet,12:00,12:30,Présentation résultats,7
2026-04-03,B.0179,Luc Bernard,12:30,13:30,Présentation résultats,2
2026-04-03,A.2396,Jean Leroy,14:00,14:45,Atelier client,2
2026-04-03,C.1221,Caroline Fontaine,14:15,15:00,Onboarding,4
2026-04-03,C.4117,Laurent Richard,15:30,16:15,Réunion 1-1,2
2026-04-03,C.4117,Émilie Leroy,16:15,16:45,Présentation résultats,5
2026-04-03,A.2396,Julie Bertrand,16:15,16:45,Daily standup,4
2026-04-03,C.1221,Isabelle Masson,16:30,17:15,Atelier client,6
2026-04-03,A.0293,Isabelle Faure,16:45,17:45,Rétrospective,5
