date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-02-18,B.3348,Luc Mercier,11:00,12:00,Entretien candidat,13
2026-02-18,C.3210,Aurélie Durand,11:45,13:15,Brainstorming,2
2026-02-18,A.2396,Isabelle Masson,12:00,13:30,Atelier client,6
2026-02-18,C.1221,Nathalie Richard,12:15,13:15,Revue d'architecture,3
2026-02-18,B.0179,Justine Mathieu,12:15,14:15,Atelier client,3
2026-02-18,C.1221,Thomas Nicolas,14:45,15:30,Demo produit,4
2026-02-18,C.2324,Caroline André,15:15,15:45,Atelier client,12
2026-02-18,C.4117,Benoit Fontaine,16:15,18:15,Revue d'architecture,2
2026-02-18,A.0293,Mathilde Gautier,16:15,16:45,Atelier client,7
2026-02-18,A.2396,Benoit Fontaine,16:15,17:15,Daily standup,5
2026-02-18,C.2324,Yannick Lefevre,16:45,17:15,Brainstorming,10
2026-02-18,A.0293,Benoit Morel,16:45,17:45,Formation interne,5
2026-02-19,A.0293,Lucas Legrand,08:00,09:00,Présentation résultats,5
2026-02-19,A.2396,Camille Legrand,08:00,09:30,Réunion 1-1,4
2026-02-19,C.1221,Isabelle Moreau,08:15,09:45,Rétrospective,6
2026-02-19,B.1366,Julie Bertrand,08:30,09:00,Réunion équipe,3
2026-02-19,B.0179,Pauline Mathieu,09:15,09:45,Sprint planning,6
2026-02-19,C.3210,Florian Girard,09:15,11:15,Rétrospective,8
2026-02-19,C.4117,Pauline Mathieu,09:30,10:30,Formation interne,5
2026-02-19,A.0293,Julie Henry,09:45,11:15,Formation interne,2
2026-02-19,C.1221,Sandra Mercier,10:15,12:15,Demo produit,6
2026-02-19,C.4117,Sarah Martin,11:00,11:45,Atelier client,2
2026-02-19,B.1366,Christophe Bonnet,11:15,12:00,Onboarding,3
2026-02-19,C.2324,Pierre Martin,11:30,13:30,Comité de pilotage,2
2026-02-19,C.3210,Florian Dupuis,13:45,14:45,Demo produit,6
2026-02-19,B.1366,Sarah Clement,13:45,14:30,Sprint planning,3
2026-02-19,C.1221,Pierre Durand,14:00,15:30,Demo produit,6
2026-02-19,C.2324,Émilie Moreau,14:00,14:45,Onboarding,10
2026-02-19,A.2396,Stéphanie Laurent,14:45,15:45,Formation interne,2
2026-02-19,B.1213,Caroline Lambert,15:00,18:00,Réunion 1-1,5
2026-02-19,C.4117,Mathilde Nicolas,15:15,17:15,Présentation résultats,5
2026-02-19,C.3210,Quentin Gautier,15:15,17:15,Formation interne,8
2026-02-19,A.0293,Sarah Martin,16:00,16:45,Formation interne,2
2026-02-19,A.4111,Florian Girard,16:00,18:00,Réunion 1-1,6
2026-02-19,C.2324,Émilie Muller,16:30,18:30,Revue d'architecture,10
2026-02-19,B.0179,Caroline Muller,16:45,17:30,Réunion 1-1,5
2026-02-20,A.0293,Pierre Guerin,08:00,09:30,Daily standup,2
2026-02-20,C.3210,Stéphanie Henry,08:15,10:15,Revue d'architecture,8
2026-02-20,B.0179,Marie Roux,08:45,10:45,Revue d'architecture,5
2026-02-20,A.2396,Justine Robin,09:00,10:30,Entretien candidat,5
2026-02-20,A.0293,Pauline Mathieu,09:30,10:30,Demo produit,2
2026-02-20,C.2324,Sophie Moreau,10:00,10:30,Comité de pilotage,10
2026-02-20,C.4117,Marion Fontaine,10:45,12:15,Présentation résultats,5
2026-02-20,C.3210,Benoit Morel,11:00,11:45,Atelier client,2
2026-02-20,C.1221,Sandra Gauthier,11:45,13:45,Entretien candidat,3
2026-02-20,B.1366,Élodie Perrin,13:15,14:45,Demo produit,2
2026-02-20,C.2324,Caroline Fontaine,13:30,14:30,Onboarding,8
2026-02-20,C.1221,Christophe Morel,14:30,15:30,Daily standup,2
2026-02-20,C.3210,Mathilde Nicolas,15:00,17:00,Présentation résultats,2
2026-02-20,C.4117,Élodie Robert,16:00,17:30,Réunion équipe,3
2026-02-20,B.3232,Luc Lambert,16:00,19:00,Rétrospective,18
2026-02-20,B.1366,Isabelle Masson,16:30,17:00,Brainstorming,3
2026-02-20,B.0179,Marion Fontaine,16:45,17:30,Demo produit,5
2026-02-20,C.2324,Christophe Morel,16:45,17:15,Atelier client,2
