date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-03-17,B.0179,Fabien Richard,12:45,14:45,Revue d'architecture,3
2026-03-17,C.3210,Nathalie Richard,13:45,15:45,Sprint planning,5
2026-03-17,A.0293,Léa Mathieu,14:00,16:00,Sprint planning,8
2026-03-17,C.4117,Pierre Simon,14:15,14:45,Entretien candidat,5
2026-03-17,C.1221,Pierre Simon,15:00,15:30,Revue d'architecture,6
2026-03-17,B.3232,Alexandre Lefevre,15:00,17:00,Entretien candidat,15
2026-03-17,C.4117,Jean Leroy,15:30,17:00,Onboarding,3
2026-03-17,B.0179,Florian Dupuis,15:45,16:45,Formation interne,10
2026-03-17,C.2324,Sébastien Lefebvre,16:30,17:00,Rétrospective,3
2026-03-17,B.1366,Vincent Muller,16:30,18:30,Formation interne,4
2026-03-17,B.0179,Julie Henry,16:45,17:30,Réunion 1-1,3
2026-03-17,C.3210,Fabien Richard,16:45,17:45,Réunion équipe,6
2026-03-18,C.4117,Sarah Martin,08:30,09:30,Daily standup,3
2026-03-18,C.4117,Antoine Michel,09:45,11:15,Réunion équipe,4
2026-03-18,C.2324,Julie Bertrand,09:45,10:30,Onboarding,11
2026-03-18,A.2396,Pauline Nicolas,10:00,10:45,Brainstorming,4
2026-03-18,C.2324,Élodie Garcia,10:30,12:00,Réunion équipe,7
2026-03-18,A.4111,Stéphanie Henry,11:00,13:00,Brainstorming,10
2026-03-18,B.1366,Romain Mathieu,11:15,12:15,Brainstorming,2
2026-03-18,A.0293,Pierre Simon,11:30,13:00,Revue d'architecture,5
2026-03-18,A.0415,Benoit Fontaine,12:00,14:00,Onboarding,18
2026-03-18,C.3210,Isabelle Faure,12:15,13:00,Brainstorming,3
2026-03-18,C.1221,Caroline Muller,12:45,14:15,Onboarding,6
2026-03-18,A.2396,Émilie Muller,13:00,15:00,Demo produit,4
2026-03-18,C.3210,Vincent Bonnet,13:15,14:15,Entretien candidat,2
2026-03-18,A.0293,Élodie Robert,13:15,13:45,Comité de pilotage,7
2026-03-18,C.4117,Marion François,14:15,15:45,Comité de pilotage,4
2026-03-18,B.1366,Laurent Richard,14:30,16:00,Demo produit,4
2026-03-18,A.0293,Luc Bernard,15:00,16:30,Rétrospective,7
2026-03-18,B.0179,Mathilde Nicolas,15:15,17:15,Sprint planning,10
2026-03-18,C.2324,Pierre Guerin,16:30,18:00,Comité de pilotage,2
2026-03-19,B.0179,Mathilde Gautier,08:15,10:15,Rétrospective,12
2026-03-19,A.0293,Claire Robert,08:15,08:45,Rétrospective,8
2026-03-19,C.2324,Yannick Lefevre,08:45,09:15,Revue d'architecture,11
2026-03-19,C.3210,Nathalie Richard,09:30,10:00,Sprint planning,5
2026-03-19,B.1366,Jean Laurent,09:45,10:45,Comité de pilotage,3
2026-03-19,C.2324,Pauline Nicolas,10:30,12:00,Brainstorming,7
2026-03-19,C.1221,Isabelle Faure,10:45,11:30,Présentation résultats,2
2026-03-19,C.4117,Inès Moreau,11:30,12:00,Rétrospective,5
2026-03-19,C.2324,Caroline Faure,12:00,12:45,Entretien candidat,3
2026-03-19,C.4117,Claire Mercier,13:15,14:45,Rétrospective,2
2026-03-19,A.2396,Émilie Richard,13:15,14:45,Réunion 1-1,4
2026-03-19,C.1221,Luc Bernard,14:15,14:45,Onboarding,2
2026-03-19,B.0179,Isabelle Girard,15:00,15:30,Réunion équipe,9
2026-03-19,C.3210,Maxime Durand,15:00,15:30,Onboarding,2
2026-03-19,B.1366,Claire Mercier,15:15,16:45,Demo produit,4
2026-03-19,A.2396,Sarah Clement,15:30,17:30,Revue d'architecture,3
2026-03-19,B.0179,Inès Dupuis,15:45,17:15,Daily standup,5
2026-03-19,A.0293,Stéphanie Laurent,16:00,17:30,Onboarding,2
2026-03-19,B.1415,Sébastien Lefebvre,16:00,17:00,Formation interne,14
2026-03-19,C.1221,Nathalie Durand,16:30,18:30,Revue d'architecture,4
2026-03-19,C.4117,Vincent Bonnet,16:45,18:45,Daily standup,4
2026-03-20,A.2396,Charlotte Guerin,08:15,10:15,Brainstorming,4
2026-03-20,B.0179,Aurélie Guerin,08:45,09:15,Présentation résultats,12
2026-03-20,C.3210,Isabelle Faure,09:00,10:00,Daily standup,4
2026-03-20,A.0293,Christophe Bonnet,09:15,11:15,Revue d'architecture,8
2026-03-20,B.1366,Fabien Richard,09:15,10:45,Réunion équipe,4
2026-03-20,C.4117,Sarah Martin,09:30,11:00,Revue d'architecture,2
2026-03-20,C.2324,Aurélie Bertrand,10:15,10:45,Réunion équipe,7
2026-03-20,B.0179,Laurent Richard,10:30,12:00,Brainstorming,8
2026-03-20,C.3210,Sarah Martin,10:45,11:45,Daily standup,7
2026-03-20,B.1366,Maxime Blanc,11:15,12:00,Onboarding,4
2026-03-20,A.2396,Aurélie Guerin,11:30,12:00,Brainstorming,4
2026-03-20,C.4117,Isabelle Moreau,11:45,13:45,Entretien candidat,3
2026-03-20,C.2324,Élodie Garcia,12:45,13:30,Revue d'architecture,3
2026-03-20,C.2324,Julie Henry,13:45,15:45,Comité de pilotage,6
2026-03-20,A.0293,Sarah Rousseau,14:00,14:45,Daily standup,4
2026-03-20,A.4111,Maxime Mathieu,14:00,16:00,Daily standup,5
2026-03-20,C.1221,Émilie Muller,14:45,15:15,Brainstorming,4
2026-03-20,B.1415,Antoine Michel,15:00,17:00,Demo produit,18
2026-03-20,C.1221,Pierre Garcia,15:30,16:15,Brainstorming,5
2026-03-20,A.0415,Sophie Michel,16:00,17:00,Demo produit,11
