date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-04-29,A.1237,Charlotte Boyer,08:45,10:15,Brainstorming,2
2026-04-29,A.2239,Antoine Simon,09:15,10:45,Brainstorming,2
2026-04-29,A.2107,Lucas Robert,10:00,11:00,Atelier client,6
2026-04-29,B.3471,Mathieu François,10:30,12:00,Daily standup,7
2026-04-29,A.4122,Pierre Garcia,10:30,12:30,Formation interne,5
2026-04-29,B.1156,Lucas Garcia,10:45,12:15,Atelier client,2
2026-04-29,B.2190,Jean Richard,11:00,13:00,Formation interne,9
2026-04-29,B.2135,Thomas Bonnet,11:30,13:30,Entretien candidat,2
2026-04-29,B.1156,Stéphanie Garcia,12:15,13:45,Daily standup,7
2026-04-29,B.3471,Manon Muller,13:00,15:00,Réunion 1-1,7
2026-04-29,B.1156,Luc François,13:45,15:45,Demo produit,5
2026-04-29,A.4122,Marie Fontaine,14:00,15:30,Brainstorming,3
2026-04-29,B.2135,Isabelle Morin,14:30,16:30,Sprint planning,5
2026-04-29,C.1209,Nathalie Vincent,14:45,15:30,Onboarding,5
2026-04-29,A.2239,Isabelle Michel,15:00,15:45,Atelier client,8
2026-04-29,A.1237,Nicolas Faure,15:00,17:00,Demo produit,6
2026-04-29,C.4145,Sophie Lefevre,15:45,16:45,Onboarding,3
2026-04-29,A.4122,Romain Bonnet,16:30,18:30,Revue d'architecture,4
2026-04-29,A.2239,Claire Fontaine,16:30,18:00,Sprint planning,7
2026-04-29,C.4145,Fabien Lefebvre,16:45,18:45,Atelier client,3
2026-04-30,A.4122,Nathalie Vincent,08:30,09:00,Réunion équipe,5
2026-04-30,A.2239,Audrey Lefevre,08:45,09:30,Daily standup,3
2026-04-30,B.2135,Mathilde Fontaine,09:15,10:15,Réunion équipe,2
2026-04-30,B.3471,Luc Perrin,10:00,12:00,Brainstorming,3
2026-04-30,A.2239,Thomas Bonnet,10:15,12:15,Présentation résultats,6
2026-04-30,B.1156,Léa Bonnet,11:15,12:45,Atelier client,3
2026-04-30,C.4145,Inès Gautier,12:00,14:00,Revue d'architecture,2
2026-04-30,A.2107,Benoit Robert,12:00,13:00,Entretien candidat,5
2026-04-30,A.4122,Claire Lefebvre,12:15,12:45,Onboarding,10
2026-04-30,B.2135,Manon Michel,13:00,15:00,Demo produit,2
2026-04-30,C.1209,Nathalie Dupont,14:00,14:45,Formation interne,7
2026-04-30,A.1237,Sarah Faure,14:00,16:00,Revue d'architecture,6
2026-04-30,B.3471,Charlotte Durand,15:30,16:15,Daily standup,3
2026-04-30,C.1209,Antoine Simon,15:45,16:45,Rétrospective,2
2026-04-30,B.1156,Sarah Richard,15:45,17:15,Entretien candidat,2
2026-04-30,A.4122,Benoit Blanc,16:15,18:15,Réunion 1-1,7
2026-04-30,C.4145,Émilie Roussel,16:45,18:45,Entretien candidat,3
