date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-02-12,A.1237,Aurélie Girard,16:45,17:30,Brainstorming,7
2026-02-13,B.3471,Cédric Morel,08:15,09:00,Atelier client,9
2026-02-13,A.4122,Yannick Mathieu,09:45,10:45,Réunion 1-1,4
2026-02-13,B.2135,Antoine Simon,10:00,11:30,Réunion équipe,3
2026-02-13,B.3471,Mathieu Robert,10:00,10:30,Réunion équipe,3
2026-02-13,A.2239,Nathalie Vincent,11:15,11:45,Rétrospective,3
2026-02-13,C.1209,Émilie Roussel,12:30,14:30,Réunion équipe,5
2026-02-13,B.1156,Sophie Clement,12:30,14:00,Demo produit,6
2026-02-13,B.2135,Mathilde Nicolas,13:30,15:30,Formation interne,2
2026-02-13,C.4145,Hugo Rousseau,13:45,14:15,Rétrospective,2
2026-02-13,B.1156,Charlotte Girard,15:15,16:45,Onboarding,7
2026-02-13,A.1237,Justine Chevalier,15:15,17:15,Daily standup,5
2026-02-13,A.2239,Justine Leroy,15:30,16:00,Onboarding,3
2026-02-13,C.4145,Élodie Robin,15:30,16:15,Onboarding,4
2026-02-13,C.1209,Camille Bonnet,15:45,16:45,Daily standup,5
2026-02-13,A.4122,Camille Bonnet,16:00,18:00,Brainstorming,12
2026-02-13,C.1209,Camille Bonnet,16:45,17:30,Réunion équipe,2
