date,salle,organisateur,debut,fin,motif,nb_participants_prevu
2026-02-26,B.1366,Marion Perrin,13:45,14:15,Entretien candidat,2
2026-02-26,A.0293,Charlotte Guerin,14:00,15:00,Revue d'architecture,7
2026-02-26,C.4117,Stéphanie Nicolas,15:00,17:00,Rétrospective,4
2026-02-26,C.3210,Manon Lefebvre,15:15,16:15,Daily standup,2
2026-02-26,C.2324,Alexandre Chevalier,15:30,16:30,Comité de pilotage,3
2026-02-26,C.1221,Sandra Clement,15:45,16:15,Comité de pilotage,5
2026-02-26,A.0293,Pierre Durand,15:45,16:30,Formation interne,8
2026-02-26,B.0179,Christophe Bonnet,16:00,17:30,Entretien candidat,12
2026-02-26,C.1221,Sandra Mercier,16:30,17:00,Réunion équipe,5
2026-02-27,C.2324,Marie Masson,08:45,09:45,Sprint planning,7
2026-02-27,C.3210,Sébastien Lefebvre,09:30,11:00,Atelier client,3
2026-02-27,A.0415,Charlotte Guerin,10:00,11:00,Réunion équipe,6
2026-02-27,B.0179,Jean Laurent,10:15,10:45,Comité de pilotage,12
2026-02-27,C.3210,Charlotte Guerin,11:30,12:15,Brainstorming,2
2026-02-27,C.1221,Sarah Rousseau,11:45,13:15,Comité de pilotage,2
2026-02-27,C.4117,Thomas Leroy,11:45,13:15,Daily standup,3
2026-02-27,C.2324,Florian Girard,11:45,12:15,Formation interne,10
2026-02-27,B.1366,Sébastien Lefebvre,12:15,13:45,Revue d'architecture,4
2026-02-27,A.2396,Antoine Marchand,13:00,15:00,Entretien candidat,3
2026-02-27,B.3232,Sophie Michel,13:00,15:00,Daily standup,10
2026-02-27,B.1213,Fabien Dupuis,13:00,14:00,Sprint planning,14
2026-02-27,C.4117,Sarah Martin,13:30,14:15,Comité de pilotage,3
2026-02-27,B.1366,Marie Masson,14:15,15:15,Demo produit,2
2026-02-27,C.2324,Christophe Morel,14:30,15:00,Comité de pilotage,4
2026-02-27,A.0293,Caroline Faure,14:30,16:30,Présentation résultats,5
2026-02-27,B.0179,Marion Nicolas,15:15,17:15,Présentation résultats,4
2026-02-27,C.1221,Antoine Marchand,16:30,18:00,Onboarding,3
2026-02-27,A.0293,Justine Chevalier,16:45,17:15,Demo produit,5
